,challenges_obstacles_mistakes,outcome_numeric,gender
132," The biggest challenge, and a mistake at the same time—as is often—is pushing through even after launch the only thing you hear is crickets. Which means: having a solid marketing plan for post-launch. Continue to interact with new and existing users, helping them solving small pains by creating useful resources, like blogs, video's, guides and more. When day after day, you get people to visit your marketing pages but don't follow-through you start to doubt the product. I did the same, but the messaging could as well be wrong, or the packaging not enticing enough. Fact is I just looked at those bare numbers, without trying to dissect what they really meant. The other big mistake was outsourcing some things prematurely, like the product tour video. If you ask me now, I don't think a product tour video is the best way for a web-based product. Rather spend the time to set up a proper (working) demo or make sign up as unobtrusive as possible. ‍",0,0
133," It’s pretty clear that coronavirus has presented the biggest challenge for our journey so far, but we are learning to navigate it. It really forced us to make hard decisions quickly to best position ourselves to get through the crisis and have a business that can succeed in a recessionary environment. The big decision was transitioning our business model from an UberEats-style model to a more Airbnb-inspired model - helping customers seeking value not convenience.  What I mean by that is our original value proposition was driven by the ‘we can pick up your car for you so you don’t have to visit the garage’.  Now it’s driven by ‘we’ve vetted these garages so you can trust you’re getting value for money’. That’s got more longevity in the current environment where customers are watching their cash a bit more closely. We still want to offer pick-up but there’s a bit of a question mark over the wanted-ness of that service, and whether people will be willing to pay for it. ‍",1,0
134," The biggest challenge is trying to transition from a hobby project to a profitable business. Everyone who has experienced this inevitably has been at the point of trying to balance his daily job with the evermore time-consuming startup. To me, it feels like trying to juggle while climbing stairs - you have to concentrate really hard for really long stretches of time to make this work. Especially, when talking about a hardware startup the challenges can be tremendous - just the number of areas in which the founders should have expertise is imposing: Industrial Design, Engineering,  Manufacturing, Marketing, Finance, Business administration, Law and Shipping are just some of those. (in our case we could add - physics and vehicle handling/design)Of course, when it comes to challenges it all comes to how committed and how well connected you are. Big thanks to all the people that helped us with the project :)  Our larger mistake - not starting with the customer in mind. Every startup should start with a precise idea of who their customer is and what value they bring to them (what problem they solve).  Another rookie mistake - trying to build a product the satisfies everyone. Feedback is great, but not every feedback should prompt you to change your idea or start adding features. Building Minimum Viable Product is key here - the minimal subset of features that is sufficient to solve the customer’s problem. Sticking with the three-wheel configuration was the most time-consuming mistake we made. It’s more expensive, not as nice to drive and we were not even sure why we came up with it in the first place.  Always, make a specification sheet, before trying to make hardware product and stick to it - no unnecessary features.   ‍",1,0
135," The biggest challenge is managing clients you work with – there are a lot of different personalities and different expectations. In order to manage these expectations, we now have a contract signed by every client so they know what to expect from us and to protect us from complaints. I tend to reject customers – I now just feel what kind of client they're going to be and if they're not very responsive.  One of the worst things that happened to NerdPilots was with a bad developer who was managing a lot of clients but suddenly stopped being available. It has been a big issue over the last couple of months as we had to move his work over to new developers. But as far as disadvantages, I don't really think we have any. We have also committed a few mistakes starting projects or waiting for clients to deliver us needed information for a long time, which has meant losing some clients. We're working right now on trying to make sure the clients have the same expectations that we have. ‍",1,0
136," When I launched on Product Hunt, one of the reviews pointed out that this idea is really cool, but the guy is dreadfully dull. During that time I was doing video tutorials. I didn't know what I was doing. I was just recording and trying to follow a script. It's a lot more difficult than people think, a lot more goes into it. I probably wasn't doing enough to make a really good production, but I was seeing where it was going. At that time, I was still in the mindset of every startup has to grow 10% every week and then you go to Y Combinator. Then you get funded by VCs and it's got to become a huge thing. I saw other startups through Indie Hackers that were doing well by themselves growing at a slower pace and I wanted to do it that way. To build the platform, I got a friend of mine, Mubashar Iqbal, who builds tons of things. He's a technical guy and a prolific maker. I wanted to build it in a way that could scale, which was far too early. There was no need to be doing that. “I was chasing what I thought was the right thing rather than listening to what people enjoyed.” Soon enough, I didn't recognize our product as what we were trying to do. I was not really sure what I was selling, how I was selling it, or who I was selling it to. There were some videos, but actually, we got another feature that we were trying companies to sign up for. We were doing too many things at the same time and it became a bit of a mess. After a few months, I felt that I needed to shut it down, as I didn't know what the platform was becoming. “Promising weekly screencasts is a big thing to do and when motivation is down from the slow growth, it can be an even tougher ask!” ‍",0,0
137," We really made a ton of mistakes until we found and defined the right attributes a partner should have in order to be a good fit for our business.  Early on, one of the biggest mistakes we made was taking on clients who are trying to scale before they had a clear product-market fit. As a founder, I want to help them, but that led to a lot of frustration for my team. We've become a lot more selective with the clients we bring on and considerably improved at setting and managing expectations with our new clients. We also stopped taking clients that are looking for a single channel to optimize without owning or being able to influence the journey we are sending users into. In addition, we limited the industries and stages of startups or scale-ups to work with. It's really all about the fit for our model so we can maintain the quality of work and retention rate we have always had. ‍",1,0
138," When working with my cousins and friends, I realized that it was hard to administer a frank and withering appraisal on their work performance, mainly because I didn’t want to risk hurting our relationship. That decision might have led to unaddressed faults and caused operational issues to continue longer than they should have. Don’t get me wrong, working with friends and family can be a very enjoyable experience, but it definitely doesn’t come without challenges and there’s always the risk of spoiling your relationship. If I could go back in time, I would be more professional in dealing with my “co-founders” and not see them as friends or family while we’re working together. ",0,0
139," Outside of the lack of capital, the timeline had a lot of challenges: Lack of product development expertise until very late in the project — didn’t get a product designer until 6 months in.Non-optimal co-founder — I was single and able to make it my top priority. My partner had a full-time job, had two kids and a wife, and was in Tokyo still after I moved back to the USA.Lack of experience in the survival/prepping industry — for both myself and my co-founder. This caused us to be over-reliant on third parties for reviewing, which slowed down the project considerably.Working on too much at once - in addition to building Okami Pack, I was still trying to make my online blog successful and throw music events with the hope it would pay my life expenses (it didn’t.)Not networking with successful Kickstarter founders  — I didn’t do this until far too late in the process. I realized it took some of them YEARS to launch. Personal issues — I had an impactful death in the family. My Mom passed away suddenly halfway through the project in January 2015. Instead of grieving, I put much of this focus back into the project when I should have likely paused the project and re-evaluated my life.  Many of the avoidable challenges & mistakes really came down to a lack of product development experience and not accurately assessing living and capital expenses over a long time horizon (9 months).‍ Additionally, the “profit share” payout for the team had some major flaws and wasn’t well thought out. Had I launched the project, this likely would have led to some serious cash flow problems as we were starting a business and did not have a financial road map that took accurately took their profit shares into account.",0,0
140," COVID was our biggest challenge. In 2020, retailers weren’t interested in putting fancy installations in their stores. They were far more concerned about how to stay in business.  However, the other huge challenge - and where I made a lot of mistakes - was finding the right team. Like many tech entrepreneurs, I know what makes a good developer, and I like to think I’m pretty good at hiring developers. Hiring sales and marketing people, however, that’s a whole different story.   I’ve spent years with these products, and I know them intimately. I understand the customers and their needs, and I’ve gotten pretty good at selling to them. However, finding people who are the right cultural fit for Ombori and training them to sell our products has been a big problem for me. There’s so much knowledge locked up in my head, and a lot of it is almost instinctive now, and not easy to explain. Tied in with that is something that almost every entrepreneur will relate to - it’s really easy to get burned out because you’re trying to manage everything. Writing the code, doing the selling, directing the marketing, meeting partners, raising funds, paying the bills - you have to take care of it all and it’s really hard to let it go. Then, you become a bottleneck, because everyone else is waiting on you, and you just can’t keep up.  It’s not an ego thing, where you want to keep control of everything. It’s more a sense of fear - you feel like you have to do everything because you’re the only person who knows what’s going on. At the same time, you’re so busy that you don’t even have time to delegate a job and brief someone else so that they can take it off you. At some point, you have to make the time, empower someone else to do the job, and let them get on with it - even if you could have done it better. ‍",1,0
141," As indicated before, the biggest challenge, in my opinion, was to fund the thing. There have always been technological challenges, but we’re pretty good at solving these. Hardware is expensive though, and your product needs to be finished before you can start selling. So, the first challenge, in my opinion, was to fund the prototype development and marketing cost needed to launch our crowdfunding campaign. The second challenge was actually delivering in time, and here, you don’t have everything in hand. It’s hard to get from prototype to full-fledged product in a few months and to get everything produced in time. Especially when you’re the only one able to process your material. We were literally forced to start our own factory, with a special custom-made machine to produce the canoes. Doing that in 9 months proved pretty challenging, especially because one of our manufacturers was 4 months late and another one could not deliver on time at all and had to be replaced. The last major challenge for ONAK itself is overcoming the fact that the product is very seasonal. Demand is high during summer, low in winter. This has its advantages and disadvantages, but the biggest problem for us here is that it means that you need a lot of time to see a growth pattern and the amount of stock needed is hard to predict the first years. That combined with the fact that many pieces need to be ordered months upfront and in big batches, the effect of this is not to be underestimated. Order too little material and you lose sales, order too much and you risk running out of money while having 100 thousands of euros laying in stock. This is one of the reasons why we try to work as much as possible with local manufacturers that can deliver quickly and in smaller amounts. We’re also working on less seasonal applications of our material. In personal life, the financial burden of starting a startup, especially in the beginning, combined with the work pressure, can be quite hard. It is important to keep a good balance here and to know what you’re getting yourself into.  I think this was assuming that sales would automatically go as fast as during the crowdfunding once we could deliver for real and that we would not need retailers during the start. A lot of marketing is needed though, and people need to time and a place to touch / try the product before acquiring a high-priced leisure product like ours. So, we quickly reconsidered this and are actively working with retailers and distributors now. We honestly also underestimated the difficulty of making the buildup process fool-proof. We’ve gotten a ton better than a year ago, but we’re still working on this and this is so important, especially when you start working with resellers. Another mistake was putting too much trust in the wrong manufacturers. If you depend on one or more, check their track record and make sure they know what they’re doing and will be able to deliver in time. We had one manufacturer that offered to do a lot for us, which sounded awesomely simple, but wasn’t. This manufacturer was no specialist in many parts of what they offered to do, leading to a delay of 4 months! Choosing specialized manufacturers would have been a lot faster and cheaper. ‍",1,0
142," I think that failure is something that every online entrepreneur talks about, and for me, this was the biggest obstacle that I faced. I can't tell you how many different projects I tried and failed at.  I recall at one point creating videos on YouTube in an effort to get affiliate commissions through that channel, that didn't work. I recall creating at least a dozen websites in various niches and they failed miserably because I had no idea what I was doing. In fact, even with One Hour Professor I technically failed right from the start because the business model I originally chose didn't work. For me, the failure itself is only failure if I don’t learn anything. I would say that many of these failures were a blessing because they taught me a lot of great things on what I need to do and, more importantly, what I shouldn't do. In terms of the other biggest challenges that I’ve faced, I was definitely blessed in that I had some Internet marketing knowledge prior to embarking on this journey, but web design is not a point of strength for me. I'm still not a web designer, but I was able to find tools that helped me in creating (good enough) looking websites. Personally, I use Thrive Themes to create my websites and that's been an absolute godsend in helping me be successful.  My final challenge, and I would say that this is still a challenge, is trying to have a work/life balance. My wife yells at me nearly every single day because I'm typically working too late into the night and I’ve found that this is because I'm so passionate about what I do that I don't even consider it work. That said, it's still something that I work on every single day and something that I struggle with because I truly enjoy what I do, but I obviously need to make room for my family in addition to work.    It's hard to answer this question because I'm not really focused only on the One Hour Professor website. That said, I do remember that I originally created the One Hour Professor website I focused far too much of my time on keyword research and basically, I was creating content that would get me some traffic but had absolutely no value for my business. For instance, I remember at one point I spent many hours creating a blog post about various social media facts. While this might have been an interesting topic, it didn't bring anybody into my website that I really wanted and it provided no business value whatsoever.  Beyond the One Hour Professor website, I'd say that the worst mistake I've committed to date is working on too many things at once. Like most entrepreneurs, I have the shiny object syndrome tend to have way too many ideas come to me at one time. Because of this, there have been numerous times when I started three or four different projects and only follow through on one of them. In order to really succeed with a website, you have to focus on first making it great.  Then, once you have that done, you can create procedures and hire great writers that consistently pump out quality content.  Once that’s done, you can hire an editor to manage everything and move to the next project. Nowadays, I'll never work on more than two projects at once. For me, this tends to work pretty well and I think that doing too many things at once is a very common mistake that most people need to avoid if they want to succeed. My personal advice is to only work on one project at a time and put everything you have into it and be determined to succeed. If it does succeed, and you can create processes and build a team to manage it, then you can begin to work on other projects. This is the exact path that I've taken (after many failures) and it's worked out pretty well so far.",1,0
143," As mentioned earlier, FUD has been, and still is a big issue from to time. Since you’re entering uncharted waters almost on a daily basis, you’re often on your own in figuring out what to do next or how to handle a certain issue. Sure, there are places you can turn to for advice, however, although well meant, advice is always based on the giver’s personal situation and circumstances and does not always help you. Another big issue for us at the moment is dealing with and scaling customer support. Up until recently, I and my main developer were handling most of the support requests. This obviously is not a good thing, as it drastically slows down our development efforts and delays future releases. As we need to reach product market asap, we’re scrambling to move both of us away from support. Other than that, we deal with the typical obstacles any software company faces. Things like deciding which features to implement first, working on documentation, documenting internal processes, implementing automated QA, etc. Fortunately, most of these obstacles are of technical nature and fixing technical issues is what we coders do best ) Other personal obstacles for me are things like loneliness. Although it’s super easy to connect with people and gather like-minded people around you, building a bootstrapped business as a solo-founder is an inherently lonely undertaking. Nobody but you fully understand everything that’s on your plate. It’s up to you, and you alone, to make the decisions. ‍  We have spent a bunch of time and money on things which, in hindsight, we shouldn’t have. We wasted time and money on building a collection of 600 templates, which we never were able to complete (due to a variety of reasons). We have made some small “mistakes”, where we spend some time and resources developing features we did not end up releasing. Sometimes because halfway through the feature we found out it would end up being too costly or the demand was not as big as initially thought. Other mistakes were made releasing features too early, while they were not yet stable enough and not tested thoroughly. We probably also started focusing on automated QA a bit too late. One thing we got blindsided by was the large support burden we didn’t anticipate the support demand would be this big. I guess you could call this a mistake of sorts I probably should have done a better job cultivating our mailing list since we launched. Sending out regular drip campaigns with tutorials, how-to’s and other useful content could have been beneficial. ‍",1,0
144," One thing I have learned with park.io is that it can often seem like there is a big obstacle that is going to bring down the whole business, and yet usually you can find a way around it. One example is the .io registry decided to sell their own backorders only a few months after I started park.io. I thought I would surely have to close the site and quit, because how could I compete with the registry? Luckily our systems were different enough that there was still value in the service that park.io was providing. Also, I was able to incorporate their system and leverage it with our own. What I learned from this and other obstacles is that being a hacker with programming is similar to hacking a business to make it work. It's about being resourceful - you just need to find a way to make it work with the situation you find yourself in. ‍  The worst mistakes, in my opinion, are the mistakes that affected the users in a negative way. Like one time I sent a hundred duplicate emails to a user, or one time a user was charged three times for one order. Things like this cause me a lot of pain. I want to be helpful to my users and provide them with a service that makes their lives easier or better, so it hurts me to make mistakes that do the opposite of this. With mistakes like these I always try to reach out personally and be very honest about the situation, and I usually credit their account or offer something like this. I hope to turn it into something good for them. It is difficult for me to come up with mistakes, mostly because I believe that everything happens for a reason and even the things that seem to be the worst are actually great things. But one other thing I can think of is pretty early on I listed the company for sale on Empire Flippers. I thought to myself ""why not? There isn't really any risk and maybe I will sell the company."" But I think this was a mistake because it ended up taking a lot of time and energy. There were several calls, and many questions to be answered, many reports to gather. It was a lot of time and energy that I could have spent on the company and code. I would recommend to others not to list their company for sale unless they are sure they want to sell and are willing to devote the time to it. I was never really that interested in selling the company, and thankfully I did not sell it at the time. ‍",1,0
145," The biggest obstacle throughout the project was the technical build of the cross-platform apps. The next major challenge was creating all the content needed for Pathways. We needed to ensure the content was evidence-based, understandable by a large variety of people, and applicable to many different pain conditions. ‍  The biggest mistake was the somewhat rushed hire of our first React Native team. That set us back by almost a year. Although on the positive, this helped me to really understand the kind of team that would be needed to help this project excel. As a product, the disadvantages of it at the moment is that we haven’t run any medical trials that will help us quantify just how much it helps pain sufferers. That’s now a priority. ‍",1,0
146," There have been a ton of challenges and obstacles along the way. For starters, it’s never easy to have multiple owners, let alone 3, all of whom are pretty stubborn. This causes some issues where no one really wants to be told what to do and no one wants to tell any of the other owners what to do. Sometimes that creates some bottlenecks in communication, but the best way that we found was to just communicate. You have to talk to each other because you are going through this with several people. What we’ve done to sort of curb this is to have regular meetings, where we talk about upcoming projects, assign different action items, and hold each other accountable for the work. This helps keep us on track and continue to grow.  Another huge challenge that we face and continue to face is the fact that I have another job and I live in a whole other state. I put a lot of focus on Patriot Chimney, even when I’m at my job because I have a goal to eventually work for my company, but there are a lot of items on my docket and a to-do list that has to be placed on the back burner since I simply don’t have time. It’s also very difficult managing this company, a full-time job, a gym schedule, and my personal relationships, but I do it with a very well kept calendar. I use Trello for larger picture items and Asana for daily to do (and groceries). I have my time blocked so I know what I’m working on and when I’m working on it.  One disadvantage to our company that I mentioned earlier is that I’m in North Carolina, while the rest of the company is in Virginia. The problem with this is that there can be sort of a disconnect between me and the rest of the team since I don’t see what goes on every day. I try to make recommendations that, in my head seem to make sense, but don’t make sense at all for those actually doing the work. For example, when we were getting started, I wanted to get rid of paper condition reports, so we bought iPads and an app that would allow upload the condition reports, write on them with a stylus, upload to our Dropbox account, and then email them to the client. The issue with this is that it is very difficult to carry an iPad around when you’re climbing ladders and walking around on a steep roof.  What we do now is if I have an idea, I run it by Matt and Billy to see what they think. Lucky for me, both of them are ex-Marines (or once a Marine, always a Marine?) and they really don’t mind telling me that my idea doesn’t make sense. In all seriousness, they are both very strong critical thinkers and have a great way of analyzing these ideas and thinking of situations that I hadn’t even thought of. ",1,0
147," It’s hard to say we haven’t had challenges, because obviously not everything goes as planned, but for the most part we’ve been extremely fortunate and lucky thus far (knock on wood!) It’s been interesting trying to bootstrap this while not really working a full-time job, but it allows us plenty of time to focus on our company, and that’s extremely valuable. One thing I can say is it has definitely changed our personal lives, but I don’t find it to be negatively impacting us. I spend more time working on this now instead of being with family & friends, but I also think that is apart of chasing something you’re passionate about. I just need to remind myself more often than before to create time to see my parents and friends that aren’t in my general vicinity. It’s easy to get obsessive over things and not be able to let it go. This also goes with a saying a mentor of mine, Lain Henlsey, mentioned - “It’s not about perfection, it’s about connection.” I also like to think about the idea that getting something done is sometimes better than making something perfect. A lot of times we get caught up on being perfect, and that stops us from just getting it done in the first place. ‍  Again, there isn’t really a massive mistake that comes to mind. We also live with the mantra that there isn’t a mistake of failure as long as you’re learning from it. So, on that note, I will say, international shipping is extremely expensive, haha! Due to this realization, we’ve decided that for the foreseeable future, we will only be available in the United States - post Kickstarter. During the Kickstarter, we were available internationally, and after looking at shipping costs, it doesn’t make much sense. I wish we would have figured this out earlier, or made that decision before the Kickstarter, but for the few international backers, they will have a one-of-a-kind product for a little while, so hopefully, they enjoy using a rare item in their country until we decide to ship international again! It’s also interesting dealing with logistics and fulfillment on our own. We wanted to give it a try, but I would be lying if I said packaging 300+ units from a small bedroom wasn’t a bit draining. We hope to one day be able to give our business to a fulfillment team, that way we can focus on growing PEAR into the future as the company we imagine it can become.",1,0
148," The biggest mistake was probably just that it was a flawed concept, to begin with. Something like Steemit seems much more viable. But they have an actual cryptocurrency that backs their social media platform. I believe they have a whole team of developers. I’m just a web programming guy. It would take me years to get over the learning curve to build a cryptocurrency in C++, and I just have no desire, either. Phez was a very poor man’s Reddit. There was NO competitive advantage, other than the idea of getting rewarded for your content in Bitcoin. Sure, we had the concept of “free speech platform,” but there was already Voat, and that has just turned into a toxic echo-chamber itself. (That seems to be what happens when major social media platforms limit free speech. A certain kind of speech gets shuffled over to its own echo chamber, where it stews. I don’t think that’s the healthiest approach to speech on the Internet, but that’s just my opinion.) One big mistake was rewarding users in cryptocurrency (say, instead of just USD) in the year 2015 when it would happen to rise meteorically over the next few years. Hindsight is always 20/20, though. ‍",0,0
149," Here's the good part for you, I made a lot of mistakes, here they are: It took me around half-a-year to build Phoenix, non-stop, coding all day and night, hours and hours of development (it was a rails app btw)Bought a not-so-cheap domain (.co)Hired a lawyer to help me with the legal stuffOpened a bank account exclusively for Phoenix and other legal stuff (taxes and so on)Bought an SSL certificateDidn't have Facebook/Twitter/Google LoginHired a designer to make my logoBought custom iconsUsed the most expensive transactional email service (Postmark)Bought custom email addressesI was super positiveSlow registration flowDidn't collect emails firstDidn't test the ideaExpensive servers (Heroku)Didn't make it simple (!KISS)No early customersNo audience (or weak audience)No PaypalNo MVP ‍ Scroll down to read the whys of each number. ‍",0,0
150," I often struggled a lot when making some new Photopea features. There are things on which I spent a lot of time without success, so I gave up, and that time did not contribute to Photopea in any way. I am not aware of any serious mistakes. Maybe Photopea could be much more advanced, popular, or profitable if I did something differently, but it is hard to tell. I am afraid of getting a business partner or an investor. I would feel quite uncomfortable having one. I am aware that this “fear” is not rational, and I could miss many opportunities. ‍",1,0
151," One challenge we had was Android QA. The team was covered on iPhones and we had three Android phones. The problem was that there is such a variety of Android phones that we were constantly battling bugs that we couldn’t reproduce in simulators or on the phones we had. We were mostly unsuccessful in managing this problem but we occasionally got lucky. In one case, a user emailed us complaining that our app didn’t work for her and she was going to leave a bad review (by the way, almost all of our inbound user emails were either appreciative and helpful or mean-spirited and hurtful). The initial email was vague and emotional, honestly like 99% of the emails. I responded immediately and made sure she knew she was being heard. I connected with her a bit and as our conversation continued over days, I was able to uncover all the technical details necessary to fix all the bugs she was experiencing. While performing a root cause analysis, I also got to know her as a person. She was very appreciative, and she ended up not leaving a negative rating. This was just one of many times that I’ve been able to successfully interact with disgruntled users. Applying empathy and mindful listening to diffuse difficult situations while applying principles like the 5 Whys and the MomTest has been successful in turning detractors into advocates. Another interesting challenge with making a friendship-only app was that people genuinely did not seem to only want platonic relationships. About half of our users wanted to use the app to date new people. We could’ve banned or prevented signups from these romance-seeking users, but this would’ve meant (1) ignoring what our user base was telling us they wanted, (2) taking the time to prune our existing user base and throttling signups, (3) missing a good opportunity to learn how to achieve better product-market fit, and (4) potentially lowering the quality of our playdates by decreasing user density. On the other hand, we could’ve let them stay, but that would mean (1) compromising our values and turning Playdate into what amounted to another dating app with a twist, (2) converting from a friendship-only app to a friendship-and-relationship app likely too early (it’s easier to go from friendship to both over relationship to both, but once you make that leap it’s irreversible), and (3) making about half the playdates incompatible because one person would want just a friend while the other would want more. We ended up finding a compromise by adding a new feature called “looking for.” It was basically a user-selected flag for “strictly friends” or “maybe more.” This essentially split our user base in two but allowed us to continue to serve both types of users and gather data and feedback about both. Also, don’t hire any interns for a while. It is decidedly negative expected value. ‍",0,0
152," Underfinancing has been the biggest bottleneck in the early days of Plutoview.  One sales experiment that failed was bringing in an ex-CMO as our interim head of sales. We thought that the experience of this ex-CMO would help us upgrade our sales structure, but in reality, it brought close to no results. This was when we learned that you have to be careful in placing extensive expectations on new hires and that it’s always better to grow your talent in-house.  ",1,0
153," Wow! Lots of obstacles. In the beginning, everything was going swimmingly. I felt the Universe was helping me, that was my destiny – I filed the patent and hired a marketing agency. This didn’t work out too well. They were super nice people but I think we were just not on the same page on what I expected the deliverables to be, so it was an uphill battle ever since. I’m basically the general contractor now and I have to find a lot of subs to help me cross the finish line. It was really bumpy for 3 weeks, but some of the consultants I’m working with really came thru for me like Declan Dunn, who is a veteran online marketer. I’m super lucky that I have a supportive husband. Since I also manage our family money, I haven’t told him quite yet how much I am spending. I hope that I just get to show him a higher bank account balance than before I started this project. All kidding aside, I am super grateful to have a supportive family and friends. I will say that I knew that if I didn’t do this, it would be because I chickened out, and it wouldn’t have been for lack of resources but a lack of courage. Life is short and I don’t want to wish that I pursued this project when I didn’t. Don’t want to live in regrets. 	 ‍  We’re still at the early stage. I hired a marketing agency that helps with Kickstarter launches. I super like the people who work there. But early on, I started getting the feeling that we’re not on the same page. There were several things that I was questioning, and long story short, I kept waiting and hoping that things would improve. I did attempt to clarify things, but after several times, I should have listened to my gut that it wasn’t going to work out. ‍",1,1
154," The first challenge I experienced was the fact that I simply did not know the enterprise market well enough. Being from Serbia can be a serious handicap. When a potential client approaches you, you simply are not aware of his size, nor the fact that your fees are ridiculously low for him. It took me a while to understand that I needed to offer a variety of services, low-end for small/medium businesses and high-end for enterprise ones. Next thing: In the early stages of the business I was lucky to hire some talented young guys, for whom Price2Spy was the very first job. The challenge comes 4-5 years down the road, when a young engineer wants to make a move (either because he wants to learn new technologies or to change business focus, or simply leave Serbia). It will be very difficult to keep such a guy, no matter how happy you try to make him. 2015, 2016 and 2017 were tough for me because I lost some very valuable developers this way. I have tried to solve this by hiring seniors, which did not work well so now I’m back to the proven tactics: I keep getting fresh young developers, who (if they stay long enough) will become very productive until the moment when they leave when they will get replaced by the younger ones. An important part of our selection process is a psychological evaluation. This helps us understand which candidates are a good fit for long-term employment. The 3rd challenge can be described as ‘victims of our own success’. Basically, when starting this business, development resources in Serbia were abundant and thus pretty affordable. As you can imagine, we were not the only that enjoyed such a success. Over time, hundreds of western companies opened their development offices in Serbia, and thousands of small Serbian businesses popped up, offering outsourced software service globally. This resulted in 2 problems: A steep rise in development salaries.Lare deficit of experienced development resources. As for personal life, I was lucky enough that my wife was patient enough and full of understanding with myself being constantly connected, no matter if we’re traveling for a skating contest (both of our daughters are in figure skating) or on a long-deserved holiday.   Being from Serbia can be considered both as an advantage (lower project costs) and as a disadvantage (no experience with enterprise clients). I wish I had a business partner from the western world who would be in charge of sales and marketing, while I could run operations and R&D.  Over time we have learned that some of our competitors have solved some problems in a technologically much more advanced way than we did. Each time we identify such a situation, we try to improve our technology stack. This can be cumbersome, as it means even higher development costs. But I consider it important in order not to lose pace on the market. Lack of ambition (‘moderate ambition’ as I prefer to call it) may be another disadvantage. Very few IT businesses are happy with 25-30% annual growth. On the other hand, I consider it good enough in the long run. There is a Serbian saying that could be translated as: ‘’Those who fly high, will fall down low’. I pay too much attention to ‘legacy projects’. We have software development clients from 12-13 years ago, which are becoming more of a burden, rather than being profitable. I find it difficult to say goodbye to such clients. I feel that I have to keep my commitment, although they are not my main focus anymore. Speaking of staff, for quite a long time I was thinking that certain important people couldn’t be replaced. This led to really awkward situations, which were by no means good for the business. And once those people left, I learned that they could, in fact, be replaced and that some replacements worked even better than the one who had left. On the side, I sometimes take businesses too personally. Winning an important client gets me really high, losing a client can take me really low. I can get really passionate in arguments, as well. I’m far from perfect CEO, but I’m trying to improve, and I’m willing to learn.  ‍",1,0
155," The biggest challenge faced, over my entire career, has probably been working as a solo founder. I have worked with partners in the past and I have some smaller side projects that I run with partners, such as co-hosting a podcast and co-running a small conference. I like those kinds of small partnerships, but when it comes to my main business, I have just never really found out a great business partner to build an entire company with. I'm friends with a lot of really great talented founders, but they're all working on their other things.  The way I've overcome working as a solo founder is by befriending and being part of communities. I travel out to conferences and I've met a lot of friends through that. Now my friends and I get together three or four times a year at small retreats where we go and do something fun, like skiing and snowboarding, and then we talk business. We even, personally and through Slack, try to advise each other on our businesses. I would definitely recommend getting involved in some communities to anyone, whether you have partners or not. It can really do wonders for your career just meeting people and learning and sharing notes along the way.   I always feel like I'm at a bit of disadvantage of being a solo person. I have seen how partnerships can work out really well and you can get work done very efficiently, so being soles founders puts me behind the competition with a team of founders. However, over the years, I've become much more comfortable in that role of driving everything forward myself again. I overcame that by relying pretty heavily on my advisors and friends, other founder friends and mentors. Some of the worst mistakes are also sort of related to partnerships. In the years ago, I partnered up with a few people with whom I didn't have a history. I think that within 30 days of meeting them, we decided to partner up on a product idea and we just didn't really see eye to eye on things. Needless to say that that partnership didn't work out. If you are going to partner with someone, I think you need to have a prior working relationship with him/her. Of course, it also has to make sense in terms of skills and finances. The other thing I commit a mistake with was not learning back-end technologies until 2018. I feel like I should have done it sooner in my career. I’ve always stayed away from Javascript, Ruby, databases, etc because I felt like I wasn't that type of developer for too many years. When I decided to devote my time to it, I actually learned a lot and I felt really comfortable with it. Nowadays, it’s something I really love. ",1,0
156," I live in Bali, Indonesia, and in my country, Stripe is not available. Stripe is a maker’s favorite payment gateway. They have a robust API and good reviews, but I can’t use it. I tried to look for an alternative, but I needed to learn their documentation, and it required a lot of development time My biggest mistake was spending too much time on trying to create a good design. Even though the app was simple, I didn’t want it to have an evil design. Because of my lack of front-end skills, I spent a lot of time tweaking CSS and JavaScript code to meet the design I wanted. I think it would have been better to hire someone to design it for me.",0,0
